#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-17T19:07:30 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-17T19:07:30	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/555/A11&-out.max=200&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35550011
#Name: J/A+A/555/A11
#Title: DUNES survey observational results (Eiroa+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/555/a11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/555/a11	    IVOID of underlying data collection
#INFO	creator=Eiroa C.	    First author or institution
#INFO	cites=bibcode:2013A&A...555A..11E	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/555/A11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35550011	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_555_A11_stars:
#Name: J/A+A/555/A11/stars
#Title: The DUNES stellar sample: stellar optical data (table2), positions in Herschel (table10), parameters (table4), optical/near-IR photometry (table3a), AKARI + WISE (table3c), and IRAS + MIPS fluxes (table3d)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	HIP	(I6)	Hipparcos (HIP) star catalogue number	[ucd=meta.id;meta.main]
#Column	HD	(I6)	Henry Draper (HD) star catalogue number	[ucd=meta.id]
#Column	Names	(a20)	Other denominations	[ucd=meta.id]
#Column	SpType	(a9)	MK spectral type	[ucd=src.spType]
#Column	Sp-range	(a17)	Range of possible spectral types	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F8.4)	Galactic longitude (J2000.0)	[ucd=pos.galactic.lon]
#Column	GLAT	(F8.4)	Galactic latitude (J2000.0)	[ucd=pos.galactic.lat]
#Column	plx	(F6.2)	Parallax	[ucd=pos.parallax.trig]
#Column	u_plx	(F5.2)	Uncertainty in parallax	[ucd=meta.code.error;pos.parallax]
#Column	d	(F5.2)	Star distance	[ucd=pos.distance;pos.heliocentric]
#Column	RA2	(A11)	PACS 100 right ascension (J2000.0)	[ucd=pos.eq.ra]
#Column	DE2	(A11)	PACS 100 declination (J2000.0)	[ucd=pos.eq.dec]
#Column	O-PACS	(F4.1)	[0.2/10.5] Optical/PACS100 position offset	[ucd=pos;arith.diff]
#Column	Ex	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? log10 surface gravity (6)	[ucd=phys.gravity]
#Column	[Fe/H]	(F5.2)	? Metallicity (6)	[ucd=phys.abund.Z]
#Column	vsini	(F5.2)	? Projected rotation velocity	[ucd=phys.veloc.rotat]
#Column	u_vsini	(A1)	? Uncertainty flag for vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	Lbol	(F6.3)	Bolometric luminosity	[ucd=phys.luminosity]
#Column	logLX/b	(F4.1)	? log10 X-ray to bolometric luminosity ratio	[ucd=phys.luminosity;arith.ratio]
#Column	l_AgeX	(A1)	Upper/lower limit to AgeX	[ucd=meta.code.error]
#Column	AgeX	(F5.2)	? Age based on X-ray data	[ucd=time.age]
#Column	logRHK	(F6.3)	? log10 flux ratio, F_CaII_/F_bol_	[ucd=phot.flux;arith.ratio]
#Column	Age2	(F5.2)	? Age based on Ca II data	[ucd=time.age]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Vmag	(F5.2)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F5.2)	Johnson-Cousins V-I colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	b-y	(F6.3)	? Stroemgren b-y colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	? Stroemgren m1 index	[ucd=phot.color]
#Column	c1	(F6.3)	? Stroemgren c1 index	[ucd=phot.color]
#Column	Jmag	(F6.3)	2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Uncertainty in 2MASS J magnitude	[ucd=stat.error;phot.mag]
#Column	q_Jmag	(A1)	[A-F] Quality flag for 2MASS J (A=best)	[ucd=meta.code.qual]
#Column	Hmag	(F6.3)	2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Uncertainty in 2MASS H magnitude	[ucd=stat.error;phot.mag]
#Column	q_Hmag	(A1)	[A-F] Quality flag for 2MASS H (A=best)	[ucd=meta.code.qual]
#Column	Ksmag	(F6.3)	2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Uncertainty in 2MASS Ks magnitude	[ucd=stat.error;phot.mag]
#Column	q_Ksmag	(A1)	[A-FU] Quality flag for 2MASS Ks (A=best)	[ucd=meta.code.qual]
#Column	nIR	(I3)	Additional near-IR photometry (table3b)	[ucd=meta.number]
#Column	SED	(A3)	SED plot from various photometries	[ucd=meta.ref.url]
#Column	S9	(E8.1)	? Flux at 9{mu}m (AKARI/S9W) (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_S9	(E8.1)	? Uncertainty in the flux at 9{mu}m (1)	[ucd=stat.error]
#Column	S18	(E8.1)	? Flux at 18{mu}m (AKARI/S18W)(1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_S18	(E8.1)	? Uncertainty in the flux at 18{mu}m (1)	[ucd=stat.error]
#Column	WISE1	(E8.1)	? Flux at 3.35{mu}m (WISE/W1) (2)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_WISE1	(E8.1)	? Uncertainty in the flux at 3.35{mu}m (2)	[ucd=stat.error]
#Column	WISE3	(E8.1)	? Flux at 11.56{mu}m (WISE/W3) (2)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_WISE3	(E8.1)	? Uncertainty in the flux at 11.56{mu}m (2)	[ucd=stat.error]
#Column	WISE4	(E8.1)	? Flux at 22.09{mu}m (WISE/W4) (2)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_WISE4	(E8.1)	? Uncertainty in the flux at 11.56{mu}m (2)	[ucd=stat.error]
#Column	IRAS12	(E8.1)	? Flux at 12{mu}m (IRAS) (3)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_IRAS12	(I2)	? Uncertainty in the flux at 12{mu}m (4)	[ucd=stat.error]
#Column	IRAS25	(E8.1)	? Flux at 25{mu}m (IRAS) (3)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_IRAS25	(I2)	? Uncertainty in the flux at 25{mu}m (4)	[ucd=stat.error]
#Column	IRAS60	(E8.1)	? Flux at 60{mu}m (IRAS) (5)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	e_IRAS60	(I2)	? Uncertainty in the flux at 60{mu}m (4)	[ucd=stat.error]
#Column	MIPS24	(E8.1)	? Flux at 24{mu}m (Spitzer/MIPS) (3)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_MIPS24	(E8.1)	? Uncertainty in the flux at 24{mu}m (5)	[ucd=stat.error]
#Column	MIPS70	(E8.1)	? Flux at 70{mu}m (Spitzer/MIPS) (3)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	e_MIPS70	(E8.1)	? Uncertainty in the flux at 70{mu}m (5)	[ucd=stat.error]
recno	HIP	HD	Names	SpType	Sp-range	RAJ2000	DEJ2000	GLON	GLAT	plx	u_plx	d	RA2	DE2	O-PACS	Ex	Teff	logg	[Fe/H]	vsini	u_vsini	Lbol	logLX/b	l_AgeX	AgeX	logRHK	Age2	Simbad	Vmag	B-V	V-I	b-y	m1	c1	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Ksmag	e_Ksmag	q_Ksmag	nIR	SED	S9	e_S9	S18	e_S18	WISE1	e_WISE1	WISE3	e_WISE3	WISE4	e_WISE4	IRAS12	e_IRAS12	IRAS25	e_IRAS25	IRAS60	e_IRAS60	MIPS24	e_MIPS24	MIPS70	e_MIPS70
      12	  8768	 11507	LHS 1307            	K5/M0V   	K5V - M1.5V      	01 52 49.173	-22 26 05.49	197.6581	-75.3115	 90.86	 1.16	11.01	01 52 49.23	-22 26 06.7	 1.5	n	3865	     	     	     	 	 0.077	-4.6	 	 2.03	-4.590	     	Simbad	 8.89	 1.42	 1.80	      	      	      	 6.064	 0.021	A	 5.405	 0.026	A	 5.178	 0.020	A	  3	SED	 5.4e-01	 2.0e-02	 1.2e-01	 2.2e-02	 2.9e+00	 1.9e-01	 2.7e-01	 3.8e-03	 8.6e-02	 2.3e-03	 3.5e-01	 9	        	  	        	  	 6.9e-02	 1.4e-03	 2.5e-02	 8.0e-03
      13	 10138	 13445	LHS 13              	K0V      	K1 - K1.5V       	02 10 25.934	-50 49 25.42	275.9263	-61.9610	 92.74	 0.32	10.78	02 10 26.00	-50 49 25.0	 0.8	n	5165	 4.56	-0.22	     	 	 0.406	-5.7	 	 3.57	-4.680	 1.79	Simbad	 6.12	 0.81	 0.88	 0.484	 0.337	 0.287	 4.785	 0.248	D	 4.245	 0.280	D	 4.125	 0.036	E	  1	SED	 1.3e+00	 2.0e-02	 3.2e-01	 2.2e-02	 7.2e+00	 5.9e-01	 6.6e-01	 7.8e-03	 1.9e-01	 3.9e-03	 9.2e-01	 5	 1.8e-01	13	        	  	 1.5e-01	 3.1e-03	 6.9e-03	 6.8e-03
      14	 10798	 14412	LHS 1387            	G8V      	G8V              	02 18 58.505	-25 56 44.48	214.4545	-70.4102	 78.93	 0.35	12.67	02 18 58.48	-25 56 41.7	 2.8	n	5371	 4.62	-0.46	 3.00	:	 0.435	    	 	     	-4.997	 6.54	Simbad	 6.33	 0.72	 0.83	 0.442	 0.258	 0.236	 5.056	 0.024	E	 4.694	 0.044	E	 4.551	 0.016	A	  0	SED	 8.5e-01	 1.3e-02	 1.8e-01	 2.0e-02	 5.0e+00	 3.9e-01	 4.5e-01	 6.2e-03	 1.3e-01	 2.9e-03	 6.7e-01	 7	 1.5e-01	21	        	  	 1.1e-01	 2.2e-03	 1.4e-02	 2.8e-03
      15	 11452	 15285	BD+03 339           	K7V:     	K5V - M1.5V      	02 27 45.861	+04 25 55.75	162.9900	-50.7924	 58.33	 1.08	17.14	02 27 45.85	+04 25 54.7	 1.0	n	3921	     	     	     	 	 0.210	    	 	     	      	     	Simbad	 8.69	 1.40	 1.66	      	      	      	 5.990	 0.020	A	 5.332	 0.029	A	 5.113	 0.018	A	  0	SED	 5.7e-01	 6.7e-03	        	        	 3.0e+00	 2.0e-01	 2.7e-01	 3.8e-03	 8.3e-02	 2.1e-03	 3.8e-01	 9	        	  	        	  	 6.2e-02	 1.3e-03	        	
      16	 11964	 16157	CC Eri              	K7V SB   	K6Ve -M0VP       	02 34 22.567	-43 47 46.88	258.4808	-63.4144	 86.18	 0.78	11.60	02 34 22.48	-43 47 44.6	 2.5	n	3790	     	     	     	 	 0.092	-2.8	 	 0.18	-3.997	     	Simbad	 8.89	 1.39	 1.87	      	      	      	 5.795	 0.018	A	 5.126	 0.027	A	 4.885	 0.016	A	  0	SED	 7.5e-01	 6.6e-03	 2.2e-01	 3.4e-02	 3.7e+00	 2.6e-01	 3.9e-01	 5.4e-03	 1.2e-01	 2.7e-03	 4.9e-01	 5	 1.6e-01	13	        	  	 9.9e-02	 2.0e-03	 9.6e-03	 8.8e-03
      17	 12777	 16895	theta Per           	F7V      	F7V - F8V        	02 44 11.987	+49 13 42.41	141.1655	 -9.6097	 89.87	 0.22	11.13	02 44 12.05	+49 13 45.1	 2.8	n	6314	 4.31	 0.03	 9.00	 	 2.250	-6.0	 	 1.44	-5.071	 7.92	Simbad	 4.10	 0.51	 0.59	 0.325	 0.160	 0.392	 3.031	 0.244	D	 2.863	 0.206	C	 2.697	 0.288	D	  1	SED	 4.2e+00	 4.0e-02	 9.9e-01	 3.8e-02	 2.1e+01	 2.0e+00	 2.0e+00	 2.1e-02	 6.0e-01	 8.9e-03	 2.5e+00	 6	 5.5e-01	14	        	  	 4.1e-01	 8.3e-03	 5.4e-02	 6.4e-03
      18	 13402	 17925	EP Eri              	K1V      	K1V - K3V        	02 52 32.128	-12 46 10.97	192.0737	-58.2540	 96.60	 0.40	10.35	02 52 32.18	-12 46 10.2	 1.1	E	5217	 4.57	 0.10	 6.30	 	 0.392	-4.3	 	 0.40	-4.300	 0.14	Simbad	 6.05	 0.86	 0.91	 0.509	 0.393	 0.300	 4.830	 0.230	D	 4.230	 0.220	D	 4.167	 0.242	D	  1	SED	 1.4e+00	 2.0e-02	 3.2e-01	 1.7e-02	 7.9e+00	 8.1e-01	 7.4e-01	 9.5e-03	 2.3e-01	 4.5e-03	 1.0e+00	 5	 2.6e-01	16	        	  	 1.8e-01	 3.8e-03	 6.8e-02	 7.1e-03
      19	 14954	 19994	94 Cet              	F8V      	F8V - G0IV       	03 12 46.437	-01 11 45.96	181.5041	-47.3417	 44.29	 0.28	22.58	03 12 46.44	-01 11 50.1	 4.1	E	6187	 4.24	 0.21	 8.50	 	 3.848	-6.0	 	 1.17	-4.950	 5.67	Simbad	 5.07	 0.58	 0.63	 0.361	 0.185	 0.422	 4.174	 0.280	D	 3.768	 0.238	D	 3.748	 0.236	D	  0	SED	 1.9e+00	 2.2e-02	 4.2e-01	 1.4e-02	 1.1e+01	 1.2e+00	 1.0e+00	 1.2e-02	 2.9e-01	 5.3e-03	 1.4e+00	 6	 3.2e-01	19	        	  	 2.2e-01	 4.4e-03	 4.3e-02	 4.8e-03
      20	 15330	 20766	zeta1 Ret           	G2V      	G2.5 - G3/5V     	03 17 46.163	-62 34 31.16	279.0962	-47.2141	 83.28	 0.20	12.01	03 17 45.79	-62 34 29.3	 3.2	n	5716	 4.57	-0.22	 2.70	 	 0.761	-5.4	 	 1.32	-4.860	 4.11	Simbad	 5.53	 0.64	 0.72	 0.404	 0.199	 0.288	 4.462	 0.302	D	 4.041	 0.268	D	 3.994	 0.252	D	  3	SED	 1.5e+00	 9.1e-03	 3.5e-01	 1.2e-02	 8.6e+00	 8.4e-01	 7.6e-01	 1.0e-02	 2.3e-01	 4.6e-03	 1.1e+00	 4	 2.8e-01	 9	        	  	 1.9e-01	 3.8e-03	 3.0e-02	 4.7e-03
      21	 15371	 20807	zeta2 Ret           	G1V      	G0V - G2V        	03 18 12.819	-62 30 22.90	278.9698	-47.2170	 83.11	 0.19	12.03	03 18 13.12	-62 30 24.4	 2.6	E	5851	 4.51	-0.23	 0.30	 	 0.972	-6.7	 	 7.83	-4.827	 3.59	Simbad	 5.24	 0.60	 0.67	 0.382	 0.179	 0.298	 4.271	 0.300	D	 3.874	 0.232	D	 3.860	 0.228	D	  1	SED	 1.8e+00	 7.1e-03	 4.2e-01	 7.3e-03	 9.1e+00	 9.9e-01	 9.1e-01	 1.3e-02	 2.8e-01	 5.1e-03	 1.2e+00	 5	 2.9e-01	10	        	  	 2.2e-01	 4.5e-03	 4.5e-02	 4.9e-03
      22	 15799	 21175	CCDMJ03236-4005AB   	K0V      	K0V - K1V        	03 23 35.261	-40 04 34.99	245.2416	-56.0919	 57.40	 0.67	17.42	03 23 35.31	-40 04 35.4	 0.7	n	5087	 4.43	 0.12	 1.20	 	 0.535	-4.3	 	 0.36	-4.773	 2.84	Simbad	 6.90	 0.84	 0.88	 0.507	 0.355	 0.332	 5.333	 0.021	A	 4.948	 0.038	A	 4.767	 0.016	A	  0	SED	 7.5e-01	 9.8e-03	 2.0e-01	 2.7e-02	 4.1e+00	 3.1e-01	 4.0e-01	 5.1e-03	 1.2e-01	 2.5e-03	 5.4e-01	 9	 1.3e-01	21	        	  	 9.7e-02	 2.0e-03	 1.3e-02	 4.7e-03
      23	 16134	 21531	LHS 1548            	K5V      	K5V - K7V        	03 27 52.406	-19 48 16.14	209.9077	-53.5362	 80.04	 0.99	12.49	03 27 52.31	-19 48 17.8	 2.2	n	3995	     	-0.13	 2.00	 	 0.136	-4.6	 	 1.44	-4.350	     	Simbad	 8.39	 1.34	 1.55	 0.771	 0.746	 0.053	 5.888	 0.017	A	 5.251	 0.024	A	 5.068	 0.021	A	  0	SED	 5.6e-01	 5.8e-03	        	        	 3.0e+00	 2.0e-01	 2.9e-01	 3.8e-03	 8.8e-02	 2.1e-03	 3.9e-01	 8	 1.3e-01	20	        	  	 7.1e-02	 1.5e-03	 1.0e-02	 4.5e-03
      24	 17420	 23356	LTT 1759            	K2V      	K2IV/V - K2.5V   	03 43 55.343	-19 06 39.23	210.8832	-49.7380	 71.69	 0.67	13.95	03 43 55.40	-19 06 39.6	 0.9	e	4990	 4.52	-0.12	 9.90	 	 0.294	-5.0	 	 1.35	-5.040	     	Simbad	 7.10	 0.93	 0.97	      	      	      	 5.457	 0.018	A	 5.025	 0.116	E	 4.837	 0.020	A	  0	SED	 6.4e-01	 1.4e-02	 1.6e-01	 4.6e-02	 3.5e+00	 2.1e-01	 3.3e-01	 4.9e-03	 9.7e-02	 2.4e-03	 4.9e-01	 7	 1.2e-01	22	        	  	 8.2e-02	 1.7e-03	 2.4e-02	 5.4e-03
      25	 17439	 23484	CD-38 1264          	K1V      	K1V -K2V         	03 44 09.173	-38 16 54.38	241.3261	-52.3674	 62.39	 0.52	16.03	03 44 09.26	-38 16 54.6	 1.1	E	5166	 4.44	 0.05	 2.90	 	 0.402	-4.9	 	 0.93	-4.534	 0.76	Simbad	 6.99	 0.87	 0.91	 0.508	 0.400	 0.295	 5.462	 0.019	A	 5.088	 0.016	A	 4.934	 0.016	A	  0	SED	 5.9e-01	 7.8e-03	        	        	 3.4e+00	 2.4e-01	 3.1e-01	 4.2e-03	 9.4e-02	 2.0e-03	 4.3e-01	 6	 1.2e-01	16	 1.4e-01	24	 7.6e-02	 1.6e-03	 8.9e-02	 7.5e-03
      26	 19849	 26965	DY Eri              	K1V      	G9V - K1V        	04 15 16.320	-07 39 10.34	200.7528	-38.0478	200.62	 0.23	 4.98	04 15 16.21	-07 39 11.1	 1.8	n	5150	 4.52	-0.24	 1.00	 	 0.416	-5.6	 	 2.69	-4.872	 4.30	Simbad	 4.43	 0.82	 0.89	 0.484	 0.332	 0.301	 3.013	 0.238	D	 2.594	 0.198	C	 2.498	 0.236	D	  1	SED	 6.2e+00	 2.8e-02	 1.4e+00	 2.3e-02	 3.2e+01	 7.1e+00	 3.0e+00	 3.5e-02	 9.2e-01	 1.7e-02	 5.0e+00	 6	 1.1e+00	 9	        	  	 7.2e-01	 1.5e-02	 8.3e-02	 6.7e-03
      27	 19884	 27274	LHS 1650            	K5V      	K4.5V - K5V      	04 15 56.902	-53 18 35.30	262.3295	-44.3763	 76.66	 0.48	13.04	04 15 57.00	-53 18 35.7	 1.0	n	4473	     	 0.06	 1.00	 	 0.203	-5.2	 	 2.54	-4.905	     	Simbad	 7.64	 1.12	 1.23	 0.629	 0.675	 0.172	 5.624	 0.019	A	 5.098	 0.029	A	 4.923	 0.020	A	  0	SED	 6.3e-01	 8.4e-03	 1.5e-01	 1.4e-02	 3.3e+00	 2.5e-01	 3.2e-01	 4.1e-03	 9.5e-02	 2.1e-03	 4.6e-01	 6	 1.2e-01	15	        	  	 7.8e-02	 1.6e-03	 1.2e-02	 3.3e-03
      28	 22263	 30495	IX Eri              	G3V      	G1.5V - G2.5IV/V 	04 47 36.291	-16 56 04.04	215.3638	-34.8052	 75.32	 0.36	13.28	04 47 36.42	-16 56 04.9	 2.1	E	5814	 4.47	 0.01	 2.90	 	 0.951	-4.8	 	 0.44	-4.610	 1.21	Simbad	 5.49	 0.63	 0.69	 0.398	 0.213	 0.321	 4.466	 0.254	D	 4.116	 0.236	D	 3.999	 0.036	E	  0	SED	 1.5e+00	 8.3e-03	        	        	 8.0e+00	 7.6e-01	 7.4e-01	 1.0e-02	 2.3e-01	 4.4e-03	 1.1e+00	 5	 2.2e-01	12	        	  	 1.9e-01	 3.8e-03	 1.1e-01	 8.5e-03
      29	 23311	 32147	LHS 200             	K3V      	K3V - K4V        	05 00 49.000	-05 45 13.23	205.0915	-27.1757	114.84	 0.50	 8.71	05 00 48.73	-05 45 13.7	 4.1	n	4827	 4.69	 0.30	 1.10	 	 0.276	-5.9	 	 5.09	-5.290	     	Simbad	 6.22	 1.05	 1.10	 0.602	 0.635	 0.238	 4.389	 0.244	D	 3.797	 0.214	C	 3.706	 0.228	D	  1	SED	 1.8e+00	 2.3e-02	        	        	 9.8e+00	 9.0e-01	 9.0e-01	 1.2e-02	 2.6e-01	 6.0e-03	 1.3e+00	 5	 2.8e-01	12	        	  	 2.1e-01	 4.4e-03	 2.6e-02	 5.2e-03
      30	 25110	 33564	HR 1686             	F6V      	F6V - F7V        	05 22 33.532	+79 13 52.14	133.7345	 22.6480	 47.88	 0.21	20.89	05 22 34.22	+79 13 52.2	 1.9	n	6307	 4.17	 0.10	 7.70	:	 3.224	-5.9	 	 1.21	-5.216	     	Simbad	 5.08	 0.51	 0.58	 0.321	 0.161	 0.431	 4.416	 0.278	D	 4.201	 0.276	D	 3.911	 0.020	E	  1	SED	 1.5e+00	 1.6e-02	 3.7e-01	 3.6e-02	 8.4e+00	 8.1e-01	 7.6e-01	 1.0e-02	 2.3e-01	 5.3e-03	 1.1e+00	 5	 2.5e-01	 9	        	  	 1.8e-01	 3.7e-03	 3.3e-02	 5.5e-03
      31	 27887	 40307	CD-60 1303          	K3V      	K2.5V - K3V      	05 54 04.240	-60 01 24.50	268.8143	-30.3404	 76.95	 0.37	13.00	05 54 03.72	-60 01 24.0	 3.9	e	4870	 4.49	-0.29	 3.00	:	 0.252	-5.9	 	 6.65	-5.037	 2.60	Simbad	 7.17	 0.94	 0.98	 0.541	 0.462	 0.261	 5.412	 0.019	A	 4.968	 0.040	E	 4.793	 0.016	A	  0	SED	 6.8e-01	 7.2e-03	 1.6e-01	 9.3e-03	 3.9e+00	 2.9e-01	 3.5e-01	 4.6e-03	 1.0e-01	 2.4e-03	 5.0e-01	 5	 1.0e-01	14	        	  	 8.9e-02	 1.8e-03	 1.7e-02	 4.9e-03
      32	 28103	 40136	eta Lep             	F1V      	F0IV - F2V       	05 56 24.293	-14 10 03.72	219.7553	-18.4714	 67.21	 0.25	14.88	05 56 24.31	-14 10 01.7	 2.0	e	7000	 4.12	-0.11	15.70	 	 5.562	-5.8	 	 0.64	-4.780	     	Simbad	 3.71	 0.34	 0.39	 0.218	 0.162	 0.622	 3.063	 0.246	D	 2.985	 0.232	D	 2.993	 0.254	D	  3	SED	 3.9e+00	 1.1e-02	 9.8e-01	 4.6e-02	 2.1e+01	 3.0e+00	 2.0e+00	 2.2e-02	 6.4e-01	 1.1e-02	 2.9e+00	 4	 7.3e-01	 5	 2.1e-01	22	 5.4e-01	 1.1e-02	 9.4e-02	 7.8e-03
      33	 28442	 40887	CCDM J06003-3103ABC 	K3/K4V   	K5V - K6.5V      	06 00 19.525	-31 01 43.61	236.9472	-23.8110	 61.00	21.39	16.39	06 00 19.40	-31 01 53.8	10.5	n	4330	     	     	     	 	 0.290	    	 	     	-4.932	     	Simbad	 7.85	 1.14	 1.23	      	      	      	 5.659	 0.020	A	 5.070	 0.027	A	 4.902	 0.018	A	  0	SED	 6.5e-01	 1.7e-02	 1.6e-01	 4.7e-03	 3.3e+00	 3.4e-01	 3.1e-01	 7.4e-03	 9.5e-02	 4.9e-03	 4.7e-01	 6	 1.2e-01	15	        	  	 7.9e-02	 1.6e-03	 7.5e-03	 3.9e-03
      34	 29271	 43834	alpha Men           	G5V      	G6V - G7V        	06 10 14.474	-74 45 10.96	285.7582	-28.8016	 98.06	 0.14	10.20	06 10 14.53	-74 45 11.1	 0.3	E	5591	 4.46	 0.08	     	 	 0.847	-6.1	 	 3.37	-4.940	 5.49	Simbad	 5.08	 0.71	 0.75	 0.440	 0.265	 0.337	 3.951	 0.232	D	 3.508	 0.228	D	 3.446	 0.200	C	  0	SED	 2.4e+00	 6.5e-03	 5.4e-01	 1.3e-02	 1.3e+01	 1.1e+00	 1.3e+00	 1.2e-02	 3.7e-01	 6.4e-03	 1.7e+00	 3	 4.0e-01	 5	        	  	 3.0e-01	 6.2e-03	 4.3e-02	 1.0e-02
      35	 29568	 43162	V352 CMa            	G5V      	G5V - G6.5V      	06 13 45.296	-23 51 42.98	230.8535	-18.5230	 59.80	 0.49	16.72	06 13 45.38	-23 51 40.2	 3.1	s	5633	 4.48	-0.01	 6.00	:	 0.692	-4.5	 	 0.36	-4.390	 0.28	Simbad	 6.37	 0.71	 0.76	 0.430	 0.246	 0.299	 5.129	 0.018	A	 4.863	 0.036	A	 4.726	 0.016	A	  0	SED	 7.8e-01	 1.6e-02	        	        	 3.7e+00	 2.5e-01	 3.8e-01	 5.3e-03	 1.2e-01	 2.3e-03	 5.7e-01	 5	 1.4e-01	12	        	  	 9.1e-02	 1.9e-03	 1.5e-02	 2.3e-03
      36	 32439	 46588	HR 2401             	F8V      	F8V              	06 46 14.150	+79 33 53.32	134.5962	 26.4095	 55.95	 0.27	17.87	06 46 14.44	+79 33 51.0	 2.4	n	6191	 4.36	-0.26	 5.00	:	 1.710	-5.9	 	 1.65	-5.024	 7.05	Simbad	 5.44	 0.53	 0.60	 0.338	 0.164	 0.346	 4.512	 0.212	C	 4.262	 0.146	B	 4.141	 0.034	A	  1	SED	 1.2e+00	 1.1e-02	 2.6e-01	 2.4e-02	 7.0e+00	 6.5e-01	 6.2e-01	 9.1e-03	 1.8e-01	 4.2e-03	 8.9e-01	 5	 2.2e-01	13	        	  	 1.5e-01	 3.0e-03	 1.6e-02	 2.7e-03
      37	 32480	 48682	56 Aur              	G0V      	F9V - G0V        	06 46 44.338	+43 34 38.73	172.3557	 17.5241	 59.82	 0.30	16.72	06 46 44.23	+43 34 38.8	 1.2	E	6086	 4.35	 0.09	 5.00	:	 1.752	-5.8	 	 1.38	-4.985	 6.32	Simbad	 5.24	 0.58	 0.65	 0.358	 0.184	 0.373	 4.406	 0.274	D	 4.071	 0.246	D	 4.132	 0.294	D	  1	SED	 1.6e+00	 5.3e-02	 4.6e-01	 1.7e-02	 9.0e+00	 8.0e-01	 7.7e-01	 1.1e-02	 2.5e-01	 4.7e-03	 1.5e+00	 6	 4.1e-01	10	 3.8e-01	13	 1.9e-01	 3.9e-03	 2.6e-01	 1.8e-02
      38	 33277	 50692	37 Gem              	G0V      	G0V              	06 55 18.668	+25 22 32.52	190.4185	 12.0639	 58.00	 0.41	17.24	06 55 18.68	+25 22 32.7	 0.2	n	5891	 4.36	-0.13	 4.00	:	 1.251	    	 	     	-4.938	 5.45	Simbad	 5.74	 0.57	 0.70	 0.377	 0.179	 0.313	 4.913	 0.276	D	 4.509	 0.204	C	 4.293	 0.036	E	  0	SED	 1.1e+00	 4.9e-03	 2.5e-01	 7.4e-02	 6.1e+00	 5.4e-01	 5.4e-01	 7.0e-03	 1.6e-01	 3.7e-03	 7.9e-01	 6	        	  	        	  	 1.3e-01	 2.7e-03	 1.3e-02	 1.0e-02
